AuthoritativeLabel,Predicate,Subject ARK,Sample Object,Object Counts
Katherine A. Kenyon,dams:personalName,http://library.ucsd.edu/ark:/20775/bb2186795b,http://library.ucsd.edu/dc/object/bb6521315z,3
Mark L. Andermann,dams:personalName,http://library.ucsd.edu/ark:/20775/bb4439375k,http://library.ucsd.edu/dc/object/bb8842147c,1
Paul Lampe,dams:personalName,http://library.ucsd.edu/ark:/20775/bb9251704s,http://library.ucsd.edu/dc/object/bb60776170,2
Wei-Chung Allen Lee,dams:personalName,http://library.ucsd.edu/ark:/20775/bb1504195v,http://library.ucsd.edu/dc/object/bb8842147c,1
Greg Hood,dams:personalName,http://library.ucsd.edu/ark:/20775/bb9934304w,http://library.ucsd.edu/dc/object/bb8842147c,1
Inder Verma,dams:personalName,http://library.ucsd.edu/ark:/20775/bb7340426c,http://library.ucsd.edu/dc/object/bb11628973,6
Keun-Young Kim,dams:personalName,http://library.ucsd.edu/ark:/20775/bb9593005j,http://library.ucsd.edu/dc/object/bb5531548x,7
Nicholas Marsh-Armstrong,dams:personalName,http://library.ucsd.edu/ark:/20775/bb1845494n,http://library.ucsd.edu/dc/object/bb5326759t,2
Alain C. Burette,dams:personalName,http://library.ucsd.edu/ark:/20775/bb80230249,http://library.ucsd.edu/dc/object/bb6521315z,7
Davi Bock,dams:personalName,http://library.ucsd.edu/ark:/20775/bb28352668,http://library.ucsd.edu/dc/object/bb8842147c,1
Dinorah Friedmann-Morvinski,dams:personalName,http://library.ucsd.edu/ark:/20775/bb5087845c,http://library.ucsd.edu/dc/object/bb11628973,6
Emanuel E. Strehler,dams:personalName,http://library.ucsd.edu/ark:/20775/bb2528094m,http://library.ucsd.edu/dc/object/bb6521315z,3
R. Clay Reid,dams:personalName,http://library.ucsd.edu/ark:/20775/bb66578244,http://library.ucsd.edu/dc/object/bb8842147c,1
Richard J. Weinberg,dams:personalName,http://library.ucsd.edu/ark:/20775/bb4098075q,http://library.ucsd.edu/dc/object/bb6521315z,7
"Newman, Chris",dams:personalName,http://library.ucsd.edu/ark:/20775/bb07182747,http://library.ucsd.edu/dc/object/bb2015216b,1
"Scharwz, Anne",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4882136n,http://library.ucsd.edu/dc/object/bb6179077c,1
"Cooper, Shane",dams:personalName,http://library.ucsd.edu/ark:/20775/bb96944671,http://library.ucsd.edu/dc/object/bb0991314m,1
"Decker, Van",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5837776r,http://library.ucsd.edu/dc/object/bb7134718v,5
Nude Complexity,dams:personalName,http://library.ucsd.edu/ark:/20775/bb9387296w,http://library.ucsd.edu/dc/object/bb0650015t,1
"Leandre, Joelle",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2561297p,http://library.ucsd.edu/dc/object/bb2936747t,2
"Carr, Peter",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3551064q,http://library.ucsd.edu/dc/object/bb4813876g,1
"Bukvich, Daniel",dams:personalName,http://library.ucsd.edu/ark:/20775/bb28684672,http://library.ucsd.edu/dc/object/bb41654074,1
"Mackerras, Charles",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0274583f,http://library.ucsd.edu/dc/object/bb89777332,3
"Reddy, Helen",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6929937b,http://library.ucsd.edu/dc/object/bb9489686c,1
"Burton, Ray",dams:personalName,http://library.ucsd.edu/ark:/20775/bb82268747,http://library.ucsd.edu/dc/object/bb9489686c,1
"Jackson, Jill",dams:personalName,http://library.ucsd.edu/ark:/20775/bb04452366,http://library.ucsd.edu/dc/object/bb30391132,1
"Miller, Sy",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1742174r,http://library.ucsd.edu/dc/object/bb30391132,1
"Hayes, Isaac",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6588636z,http://library.ucsd.edu/dc/object/bb7885578k,1
"Peters, Randolph",dams:personalName,http://library.ucsd.edu/ark:/20775/bb01380652,http://library.ucsd.edu/dc/object/bb8841216f,2
"Waterman, Ellen",dams:personalName,http://library.ucsd.edu/ark:/20775/bb62473333,http://library.ucsd.edu/dc/object/bb75442767,2
"Chandler, Martin",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3312156x,http://library.ucsd.edu/dc/object/bb61108193,3
"Dinescu, Violeta",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1708047c,http://library.ucsd.edu/dc/object/bb3004986c,1
"Jacopo, da Bologna",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6520376z,http://library.ucsd.edu/dc/object/bb7817314w,2
"Blake, Eubie",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0069805z,http://library.ucsd.edu/dc/object/bb13667462,1
"Hoffman, Allen",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3619328b,http://library.ucsd.edu/dc/object/bb8636806n,3
"Raskin, David",dams:personalName,http://library.ucsd.edu/ark:/20775/bb29367249,http://library.ucsd.edu/dc/object/bb42336658,1
"Rothschild, Sigmund",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7441886t,http://library.ucsd.edu/dc/object/bb8738828t,3
"Jemnitz, Sandor",dams:personalName,http://library.ucsd.edu/ark:/20775/bb12643573,http://library.ucsd.edu/dc/object/bb25612986,2
"Andriessen, Louis",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7373626n,http://library.ucsd.edu/dc/object/bb9387892h,7
"Hoeber, Erich",dams:personalName,http://library.ucsd.edu/ark:/20775/bb02404569,http://library.ucsd.edu/dc/object/bb1537394m,1
"Horvath, Scott A.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb76807975,http://library.ucsd.edu/dc/object/bb8977734k,1
"Kreutzer, Jean Nicolas Auguste",dams:personalName,http://library.ucsd.edu/ark:/20775/bb76125340,http://library.ucsd.edu/dc/object/bb8909475v,1
"Leisner, David",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2117606t,http://library.ucsd.edu/dc/object/bb3414548f,1
"Khachaturian, Aram",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6622767z,http://library.ucsd.edu/dc/object/bb3414905r,5
"Martin, Greg",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1435004r,http://library.ucsd.edu/dc/object/bb2731944d,1
"Meckler, David",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6281468m,http://library.ucsd.edu/dc/object/bb94555623,6
Hyon Suk Kim,dams:personalName,http://library.ucsd.edu/ark:/20775/bb4951326v,http://library.ucsd.edu/dc/object/bb8842147c,1
Edward R. Soucy,dams:personalName,http://library.ucsd.edu/ark:/20775/bb62482662,http://library.ucsd.edu/dc/object/bb8842147c,1
Sergey Yurgenson,dams:personalName,http://library.ucsd.edu/ark:/20775/bb75452089,http://library.ucsd.edu/dc/object/bb8842147c,1
"Morris, Kenneth, 1879-1937",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1298505b,http://library.ucsd.edu/dc/object/bb1639804p,1
"Dunn, Rex",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2595444d,http://library.ucsd.edu/dc/object/bb1639804p,1
"Wilshire, Gaylord, 1861-1927",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5803663g,http://library.ucsd.edu/dc/object/bb96944870,1
"Smith, F. M",dams:personalName,http://library.ucsd.edu/ark:/20775/bb54623644,http://library.ucsd.edu/dc/object/bb0650035s,1
"Amaro, Rommie E.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb68958052,http://library.ucsd.edu/dc/object/bb5632985v,4
"Votapka, Lane W.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8192747j,http://library.ucsd.edu/dc/object/bb3687585d,2
"Aguiar y Lobera, Alonso de",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7851444t,http://library.ucsd.edu/dc/object/bb5598863t,1
"Aguiar y Seyxas, Francisco de",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9148387k,http://library.ucsd.edu/dc/object/bb5598863t,1
"Wright, Caleb, -1869",dams:personalName,http://library.ucsd.edu/ark:/20775/bb49503938,http://library.ucsd.edu/dc/object/bb0103936z,1
"Du Bosc, R",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2015217v,http://library.ucsd.edu/dc/object/bb71688450,1
"Mazarin, Jules, 1602-1661",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9421424z,http://library.ucsd.edu/dc/object/bb71688450,1
"Govea, José",dams:personalName,http://library.ucsd.edu/ark:/20775/bb26295556,http://library.ucsd.edu/dc/object/bb7817315d,1
"Heller, Edmund, 1875-1939",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0615886v,http://library.ucsd.edu/dc/object/bb09571884,1
"Blessed Virgin, Saint, Mary",22-rdf-syntax-ns:first,http://library.ucsd.edu/ark:/20775/bb1230224v,http://library.ucsd.edu/dc/object/bb0274584z,1
"Lazcano, Francisco Javier, 1702-1762",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2527165q,http://library.ucsd.edu/dc/object/bb1571525p,1
"Houston, Peyton",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2629587p,http://library.ucsd.edu/dc/object/bb8705604h,5
"Koldofsky, Adolph, 1905-1951",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7441919f,http://library.ucsd.edu/dc/object/bb6145850k,1
"Ozawa, Seiji, 1935-",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0991349n,http://library.ucsd.edu/dc/object/bb58045482,1
"Neikrug, George",dams:personalName,http://library.ucsd.edu/ark:/20775/bb48821710,http://library.ucsd.edu/dc/object/bb6145850k,1
"Figelski, Cecil",dams:personalName,http://library.ucsd.edu/ark:/20775/bb61791109,http://library.ucsd.edu/dc/object/bb6145850k,1
"Kim, Ki-su, 1917-",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2288288b,http://library.ucsd.edu/dc/object/bb58045482,1
"Akiyama, Kazuyoshi, 1941-",dams:personalName,http://library.ucsd.edu/ark:/20775/bb32439289,http://library.ucsd.edu/dc/object/bb2869371d,1
"Ustinov, Peter",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4540869d,http://library.ucsd.edu/dc/object/bb2869371d,1
"Zonn, Paul Martin, 1938-2000",dams:personalName,http://library.ucsd.edu/ark:/20775/bb03428814,http://library.ucsd.edu/dc/object/bb9968410j,2
"Zonn, Wilma",dams:personalName,http://library.ucsd.edu/ark:/20775/bb16056908,http://library.ucsd.edu/dc/object/bb9968410j,2
"Dalheim, Barbara",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2902627m,http://library.ucsd.edu/dc/object/bb9968410j,2
"Fredrickson, Thomas, 1928-",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7749090z,http://library.ucsd.edu/dc/object/bb9968410j,2
"Blake, William, 1757-1827",dams:personalName,http://library.ucsd.edu/ark:/20775/bb51552075,http://library.ucsd.edu/dc/object/bb9968410j,2
"Kuhnle, Wesley, 1989-1962",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5496507g,http://library.ucsd.edu/dc/object/bb9968410j,31
"Hughes, Robert, 1933-",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6452147r,http://library.ucsd.edu/dc/object/bb9968410j,4
"Yates, Peter, 1909-1976",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8090390c,http://library.ucsd.edu/dc/object/bb68616527,45
"Garvey, John, 1921-",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9046031j,http://library.ucsd.edu/dc/object/bb9968410j,3
"Jorgensen, Owen",dams:personalName,http://library.ucsd.edu/ark:/20775/bb22541595,http://library.ucsd.edu/dc/object/bb79547416,1
"Cantrick, Robert B., 1917-",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9660367s,http://library.ucsd.edu/dc/object/bb7613440c,1
"Niblock, James, 1917-",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3516970q,http://library.ucsd.edu/dc/object/bb79547416,1
"Dahl, Ingolf, 1912-1970",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5769547j,http://library.ucsd.edu/dc/object/bb7579317h,4
"Ruggles, Carl, 1876-1971",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7066486g,http://library.ucsd.edu/dc/object/bb72721385,1
"Dolmetsch, Arnold, 1858-1940",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8022127w,http://library.ucsd.edu/dc/object/bb5121958f,3
"Bowman, Robert E., (Pianist)",dams:personalName,http://library.ucsd.edu/ark:/20775/bb93190677,http://library.ucsd.edu/dc/object/bb4029791h,1
"Ives, Charles, 1874-1954",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2868501h,http://library.ucsd.edu/dc/object/bb91834241,13
"Yates, Frances Mullen",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1571558p,http://library.ucsd.edu/dc/object/bb23574200,12
"Hollis, E.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb15723942,http://library.ucsd.edu/dc/object/bb28693341,1
"Hollis, Louise M.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5736254r,http://library.ucsd.edu/dc/object/bb70331946,1
"Granger, John T.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8603174g,http://library.ucsd.edu/dc/object/bb1196964b,1
"Hollis, William Stanley",dams:personalName,http://library.ucsd.edu/ark:/20775/bb99001135,http://library.ucsd.edu/dc/object/bb1196964b,1
"Collins, Napoleon",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8227742q,http://library.ucsd.edu/dc/object/bb9524683t,1
"Day, John W.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2391513j,http://library.ucsd.edu/dc/object/bb3688455x,1
"Hart, Lizzie",dams:personalName,http://library.ucsd.edu/ark:/20775/bb65553744,http://library.ucsd.edu/dc/object/bb7852313t,1
"Hollis, Everet Stanley",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0719144r,http://library.ucsd.edu/dc/object/bb20160846,1
"Sweet, Hannah",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4883005n,http://library.ucsd.edu/dc/object/bb2630426g,2
"Hollis, Eliza",dams:personalName,http://library.ucsd.edu/ark:/20775/bb90468644,http://library.ucsd.edu/dc/object/bb03095836,1
"Hollis, William H.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb31765030,http://library.ucsd.edu/dc/object/bb44734443,1
"Murray, Alexander",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7340364t,http://library.ucsd.edu/dc/object/bb86373038,1
"Clark, A.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5224306w,http://library.ucsd.edu/dc/object/bb6521244f,1
"Buckley, Melville",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9627074r,http://library.ucsd.edu/dc/object/bb0923925g,1
"Schultz, William C.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3790845n,http://library.ucsd.edu/dc/object/bb5087786c,1
Smith & Co.,dams:personalName,http://library.ucsd.edu/ark:/20775/bb7954706v,http://library.ucsd.edu/dc/object/bb9251645s,1
"Van Ness, William",dams:personalName,http://library.ucsd.edu/ark:/20775/bb88420849,http://library.ucsd.edu/dc/object/bb01389344,1
"Bosman, A. F.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3005854v,http://library.ucsd.edu/dc/object/bb4302793x,1
"de Villiers, L.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7169713g,http://library.ucsd.edu/dc/object/bb8466654k,1
"Lamjiri, Maryam A.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0309616t,http://library.ucsd.edu/dc/object/bb8398428x,2
"Price, Derek J.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1606558f,http://library.ucsd.edu/dc/object/bb8398428x,2
"Liu, Jun",dams:personalName,http://library.ucsd.edu/ark:/20775/bb29034960,http://library.ucsd.edu/dc/object/bb8398428x,2
"Sanchez, Kevin J.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb42004362,http://library.ucsd.edu/dc/object/bb8398428x,2
"Cocker, David R.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5497378w,http://library.ucsd.edu/dc/object/bb8398428x,2
"Miller, J. Wayne",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6794317k,http://library.ucsd.edu/dc/object/bb8398428x,2
"Betha, Raghu",dams:personalName,http://library.ucsd.edu/ark:/20775/bb8057128m,http://library.ucsd.edu/dc/object/bb8398428x,2
"Chen, Chia-Li",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9012768z,http://library.ucsd.edu/dc/object/bb8398428x,2
"Edland, S",dams:personalName,http://library.ucsd.edu/ark:/20775/bb86023074,http://library.ucsd.edu/dc/object/bb6282371f,2
"Wivagg, J",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3722619j,http://library.ucsd.edu/dc/object/bb6282371f,1
"Norman, G",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5019560k,http://library.ucsd.edu/dc/object/bb6282371f,1
"Zablocki, RW",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9729500q,http://library.ucsd.edu/dc/object/bb6282371f,1
"Al-Delaimy, WK",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0888925g,http://library.ucsd.edu/dc/object/bb9353145q,5
"Couperin, François, 1668 1733",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5668029m,http://library.ucsd.edu/dc/object/bb6930841x,2
"Revelle, Roger (1909-1991)",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5394121c,http://library.ucsd.edu/dc/object/bb0581792g,1
"Wolff, Christian, 1934-",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6077593b,http://library.ucsd.edu/dc/object/bb8671469r,1
"Cage, John",dams:personalName,http://library.ucsd.edu/ark:/20775/bb73745300,http://library.ucsd.edu/dc/object/bb8671469r,1
"Yuasa, Jōji",dams:personalName,http://library.ucsd.edu/ark:/20775/bb9866021k,http://library.ucsd.edu/dc/object/bb11628711,1
"Takahashi, Yūji, 1938-",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5326733r,http://library.ucsd.edu/dc/object/bb79206095,3
"Ōno, Tadamaro, 1933-",dams:personalName,http://library.ucsd.edu/ark:/20775/bb66236719,http://library.ucsd.edu/dc/object/bb79206095,1
"Varèse, Edgard, 1883-1965",dams:personalName,http://library.ucsd.edu/ark:/20775/bb29717635,http://library.ucsd.edu/dc/object/bb42687051,2
"Bartók, Béla, 1881-1945",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6794322g,http://library.ucsd.edu/dc/object/bb8091264z,1
"Cowell, Henry, 1897-1965",dams:personalName,http://library.ucsd.edu/ark:/20775/bb18796040,http://library.ucsd.edu/dc/object/bb3142414r,1
"Chopin, Frédéric, 1810-1849",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0650924t,http://library.ucsd.edu/dc/object/bb9012774c,2
"Bloch, Ernest, 1880-1959",dams:personalName,http://library.ucsd.edu/ark:/20775/bb7101494x,http://library.ucsd.edu/dc/object/bb8364304n,1
"Witold Lutosławski, 1913-1994",dams:personalName,http://library.ucsd.edu/ark:/20775/bb6487158z,http://library.ucsd.edu/dc/object/bb7749966n,1
"Malloch, William F.",dams:personalName,http://library.ucsd.edu/ark:/20775/bb3210675f,http://library.ucsd.edu/dc/object/bb4507613c,1
"Chávez, Carlos, 1899-1978",dams:personalName,http://library.ucsd.edu/ark:/20775/bb47465278,http://library.ucsd.edu/dc/object/bb60434666,1
"Edgard Varèse, 1883-1965",dams:personalName,http://library.ucsd.edu/ark:/20775/bb0753317s,http://library.ucsd.edu/dc/object/bb20502556,1
"Villon, François, 1431-1463",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4507614w,http://library.ucsd.edu/dc/object/bb58045550,1
"Udow, Michael W. (Michael William)",dams:personalName,http://library.ucsd.edu/ark:/20775/bb5428257q,http://library.ucsd.edu/dc/object/bb6418889t,1
"Otte, Allen",dams:personalName,http://library.ucsd.edu/ark:/20775/bb67251958,http://library.ucsd.edu/dc/object/bb6418889t,1
"Klemperer, Otto, 1885-1973",dams:personalName,http://library.ucsd.edu/ark:/20775/bb1571565m,http://library.ucsd.edu/dc/object/bb57362935,1
"Busch, Adolf, 1891-1952",dams:personalName,http://library.ucsd.edu/ark:/20775/bb12302638,http://library.ucsd.edu/dc/object/bb50536885,1
"Bach, Johann Sebastian, 1685-1750",dams:personalName,http://library.ucsd.edu/ark:/20775/bb2527204r,http://library.ucsd.edu/dc/object/bb50536885,3
"Foss, Lukas, 1922-2009",dams:personalName,http://library.ucsd.edu/ark:/20775/bb4779786x,http://library.ucsd.edu/dc/object/bb4507613c,2
